t_s,power,cadence
18516,453,90
18517,429,87
18518,424,90
18519,432,94
18520,396,97
18521,415,99
18522,422,93
18523,403,93
18524,411,94
18525,373,95
18526,369,94
18527,360,94
18528,360,93
18529,393,101
18530,472,96
18531,425,92
18532,422,91
18533,389,94
18534,400,96
18535,431,98
18536,382,100
18537,378,100
18538,390,99
18539,427,98
18540,441,97
18541,440,95
18542,423,94
18543,417,94
18544,402,93
18545,415,91
18546,413,90
18547,441,88
18548,449,87
18549,434,88
18550,401,89
18551,434,89
18552,421,91
18553,335,92
18554,400,94
18555,420,88
18556,463,88
18557,435,93
18558,446,97
18559,415,100
18560,393,101
18561,390,95
18562,365,91
18563,277,93
18564,292,96
18565,346,96
18566,438,96
18567,469,96
18568,475,97
18569,400,97
18570,434,95
18571,368,94
18572,348,94
18573,305,96
18574,354,96
18575,449,92
18576,456,91
18577,470,91
18578,435,92
18579,410,92
18580,408,94
18581,356,96
18582,447,97
18583,361,96
18584,340,94
18585,352,93
18586,439,91
18587,455,87
18588,449,90
18589,423,92
18590,414,94
18591,401,96
18592,397,99
18593,385,101
18594,426,102
18595,404,103
18596,447,101
18597,416,101
18598,430,103
18599,385,100
18600,322,93
18601,322,93
18602,380,94
18603,424,90
18604,473,88
18605,465,90
18606,451,90
18607,416,91
18608,390,91
18609,452,91
18610,408,92
18611,462,92
18612,451,91
18613,451,88
18614,440,87
18615,429,87
18616,384,87
18617,431,83
18618,462,83
18619,363,85
18620,369,91
18621,448,90
18622,461,78
18623,481,81
18624,460,85
18625,461,78
18626,460,80
18627,426,82
18628,439,83
18629,466,82
18630,461,81
18631,453,78
18632,471,78
18633,472,80
18634,442,86
18635,410,91
18636,448,90
18637,453,90
18638,451,92
18639,441,92
18640,431,91
18641,433,91
18642,382,91
18643,400,91
18644,407,93
18645,387,94
18646,423,93
18647,399,93
18648,426,92
18649,401,91
18650,417,91
18651,446,90
18652,440,87
18653,485,86
18654,431,86
18655,374,85
18656,367,86
18657,385,87
18658,387,91
18659,453,92
18660,428,93
18661,409,94
18662,377,95
18663,386,95
18664,427,95
18665,466,94
18666,417,93
18667,437,93
18668,414,93
18669,426,92
18670,420,91
18671,436,90
18672,417,90
18673,432,89
18674,458,88
18675,445,88
18676,407,90
18677,409,92
18678,406,91
18679,408,89
18680,393,88
18681,392,87
18682,373,88
18683,360,91
18684,389,88
18685,437,86
18686,435,85
18687,444,87
18688,425,88
18689,440,88
18690,461,90
18691,427,90
18692,431,90
18693,417,89
18694,407,89
18695,419,89
18696,416,90
18697,397,91
18698,432,92
18699,426,91
18700,441,87
18701,438,86
18702,418,85
18703,387,85
18704,409,84
18705,407,84
18706,422,94
18707,393,95
18708,432,95
18709,412,93
18710,402,91
18711,429,89
18712,435,92
18713,416,94
18714,409,96
18715,372,96
18716,404,95
18717,421,94
18718,427,95
18719,404,94
18720,391,94
18721,394,93
18722,404,91
18723,431,90
18724,429,89
18725,431,90
18726,396,90
18727,403,89
18728,374,90
18729,450,90
18730,417,91
18731,384,91
18732,413,92
18733,400,92
18734,366,92
18735,302,94
18736,335,95
18737,447,88
18738,488,91
18739,444,98
18740,439,98
18741,385,92
18742,304,92
18743,294,96
18744,220,96
18745,306,90
18746,427,81
18747,594,74
18748,510,85
18749,451,90
18750,392,94
18751,442,93
18752,402,93
18753,470,92
18754,431,93
18755,418,94
18756,407,95
18757,368,96
18758,366,94
18759,395,94
18760,340,96
18761,375,96
18762,421,94
18763,433,95
18764,433,98
18765,441,100
18766,453,92
18767,407,89
18768,413,90
18769,434,89
18770,457,89
18771,454,88
18772,439,86
18773,439,84
18774,396,84
18775,379,85
18776,357,86
18777,389,88
18778,409,89
18779,436,79
18780,450,79
18781,437,77
18782,397,77
18783,389,76
18784,395,76
18785,402,75
18786,448,75
18787,461,73
18788,469,72
18789,452,72
18790,444,73
18791,408,76
18792,412,81
18793,414,83
18794,403,89
18795,384,96
18796,368,94
18797,391,93
18798,418,93
18799,399,94
18800,400,96
18801,387,97
18802,381,96
18803,358,95
18804,374,95
18805,337,96
18806,375,95
18807,395,94
18808,398,94
18809,393,94
18810,413,94
18811,363,94
18812,373,94
18813,388,94
18814,352,93
18815,382,92
18816,391,92
18817,379,92
18818,413,92
18819,420,92
18820,400,93
18821,372,94
18822,365,93
18823,381,93
18824,401,94
18825,397,94
18826,403,92
18827,406,91
18828,427,89
18829,392,93
18830,449,94
18831,431,92
18832,409,96
18833,399,94
18834,420,91
18835,429,89
18836,463,88
18837,463,87
18838,481,86
18839,475,87
18840,438,90
18841,439,90
18842,439,91
18843,407,90
18844,454,88
18845,428,88
18846,442,88
18847,412,88
18848,405,87
18849,415,88
18850,412,90
18851,447,92
18852,417,95
18853,405,95
18854,424,94
18855,396,96
18856,398,95
18857,420,94
18858,427,94
18859,409,94
18860,398,96
18861,372,97
18862,393,96
18863,425,95
18864,396,94
18865,382,95
18866,359,96
18867,370,95
18868,392,96
18869,365,96
18870,403,96
18871,397,96
18872,385,95
18873,408,92
18874,398,91
18875,420,90
18876,425,92
18877,408,93
18878,399,93
18879,428,93
18880,423,94
18881,427,93
18882,416,93
18883,385,93
18884,412,95
18885,408,96
18886,385,98
18887,381,98
18888,376,99
18889,422,98
18890,424,97
18891,437,95
18892,456,94
18893,413,94
18894,417,93
18895,405,93
18896,431,92
18897,428,92
18898,429,93
18899,429,96
18900,432,97
18901,401,97
18902,395,96
18903,383,96
18904,417,99
18905,447,95
18906,391,94
18907,428,93
18908,420,93
18909,416,93
18910,416,89
18911,410,89
18912,416,90
18913,374,91
18914,419,91
18915,424,90
18916,422,90
18917,407,89
18918,416,91
18919,392,92
18920,402,93
18921,379,92
18922,415,91
18923,424,88
18924,451,86
18925,462,85
18926,439,84
18927,403,84
18928,410,84
18929,416,86
18930,414,85
18931,426,86
18932,421,86
18933,422,85
18934,419,85
18935,401,86
18936,432,86
18937,421,86
18938,408,87
18939,375,85
18940,409,85
18941,424,86
18942,412,87
18943,423,86
18944,424,86
18945,443,84
18946,427,83
18947,429,83
18948,429,83
18949,465,84
18950,436,82
18951,379,82
18952,358,87
18953,429,94
18954,386,98
18955,377,99
18956,412,96
18957,414,91
18958,466,88
18959,426,88
18960,426,86
18961,425,86
18962,416,85
18963,403,84
18964,411,84
18965,414,88
18966,436,88
18967,408,87
18968,410,86
18969,466,80
18970,441,71
18971,430,71
18972,455,70
18973,465,70
18974,465,72
18975,434,71
18976,433,72
18977,462,72
18978,451,72
18979,402,75
18980,417,87
18981,410,92
18982,421,92
18983,407,92
18984,388,91
18985,386,90
18986,405,90
18987,388,91
18988,369,91
18989,386,92
18990,325,93
18991,368,93
18992,340,93
18993,350,92
18994,386,91
18995,379,91
18996,399,89
18997,411,88
18998,397,87
18999,378,87
19000,372,86
19001,376,86
19002,398,88
19003,377,90
19004,374,89
19005,381,87
19006,386,86
19007,407,86
19008,385,87
19009,372,87
19010,427,87
19011,419,88
19012,399,89
19013,381,89
19014,373,89
19015,401,88
19016,430,88
19017,420,88
19018,412,89
19019,436,91
19020,421,92
19021,408,93
19022,432,93
19023,401,97
19024,378,100
19025,347,100
19026,339,96
19027,327,93
19028,268,91
19029,291,91
19030,414,83
19031,489,85
19032,424,94
19033,370,100
19034,375,96
19035,383,97
19036,398,97
19037,378,97
19038,378,99
19039,419,94
19040,364,89
19041,388,89
19042,384,89
19043,427,90
19044,399,92
19045,383,93
19046,388,92
19047,398,90
19048,404,86
19049,379,84
19050,387,85
19051,403,86
19052,410,87
19053,400,87
19054,387,86
19055,389,90
19056,399,95
19057,403,93
19058,415,90
19059,431,87
19060,453,85
19061,414,83
19062,429,82
19063,433,82
19064,444,81
19065,428,81
19066,413,81
19067,430,82
19068,409,83
19069,413,83
19070,394,84
19071,417,84
19072,408,82
19073,420,81
19074,417,81
19075,414,81
19076,433,81
19077,409,81
19078,443,81
19079,393,82
19080,418,84
19081,383,84
19082,413,92
19083,384,92
19084,411,90
19085,382,89
19086,375,87
19087,465,80
19088,475,82
19089,536,78
19090,530,74
19091,500,73
19092,461,76
19093,467,81
19094,403,89
19095,407,87
19096,358,89
19097,399,91
19098,415,92
19099,378,93
19100,346,94
19101,400,93
19102,416,90
19103,417,88
19104,393,87
19105,388,88
19106,383,89
19107,368,89
19108,432,89
19109,406,88
19110,372,86
19111,403,91
19112,377,88
19113,399,87
19114,403,86
19115,411,88
19116,371,90
19117,419,93
19118,373,95
19119,383,94
19120,394,92
19121,390,90
19122,398,88
19123,406,87
19124,412,87
19125,425,90
19126,379,92
19127,338,91
19128,413,91
19129,418,92
19130,423,94
19131,443,95
19132,468,95
19133,464,100
19134,453,101
19135,424,93
19136,487,92
19137,425,93
19138,443,94
19139,402,94
19140,414,92
19141,474,91
19142,434,92
19143,427,92
19144,405,92
19145,440,92
19146,408,92
19147,448,91
19148,450,91
19149,447,92
19150,435,93
19151,462,95
19152,403,97
19153,414,97
19154,420,98
19155,370,99
19156,361,98
19157,334,96
19158,368,93
19159,425,91
19160,462,89
19161,438,89
19162,410,90
19163,430,89
19164,409,89
19165,452,97
19166,397,97
19167,397,97
19168,445,96
19169,435,98
19170,364,97
19171,406,95
19172,436,95
19173,598,99
19174,563,102
19175,477,95
19176,463,94
19177,442,92
19178,423,91
19179,458,89
19180,440,90
19181,445,90
19182,434,91
19183,402,90
19184,431,88
19185,402,88
19186,405,86
19187,384,91
19188,467,91
19189,437,92
19190,471,92
19191,480,91
19192,423,92
19193,427,94
19194,431,96
19195,378,96
19196,383,93
19197,425,92
19198,399,93
19199,416,91
19200,457,92
19201,410,95
19202,367,95
19203,353,95
19204,398,96
19205,424,91
19206,407,88
19207,394,89
19208,396,92
19209,382,93
19210,401,94
19211,379,99
19212,377,93
19213,349,91
19214,361,92
19215,401,94
19216,410,95
19217,345,94
19218,373,93
19219,401,93
19220,385,92
19221,413,90
19222,403,89
19223,379,88
19224,409,87
19225,427,87
19226,424,87
19227,409,82
19228,437,73
19229,419,73
19230,391,73
19231,396,72
19232,409,71
19233,396,69
19234,398,71
19235,426,70
19236,437,71
19237,440,70
19238,445,71
19239,441,71
19240,399,70
19241,396,69
19242,403,69
19243,399,69
19244,445,69
19245,431,70
19246,406,71
19247,446,73
19248,456,74
19249,453,75
19250,426,79
19251,405,85
19252,374,86
19253,391,86
19254,373,86
19255,399,87
19256,376,88
19257,402,88
19258,403,89
19259,403,89
19260,368,91
19261,351,91
19262,361,90
19263,378,90
19264,355,90
19265,408,89
19266,402,87
19267,408,85
19268,412,84
19269,388,85
19270,386,87
19271,390,88
19272,402,88
19273,391,87
19274,374,86
19275,339,83
19276,375,89
19277,401,89
19278,407,88
19279,444,85
19280,436,85
19281,460,83
19282,438,82
19283,438,81
19284,418,81
19285,405,81
19286,412,81
19287,390,81
19288,377,81
19289,416,82
19290,419,86
19291,468,89
19292,430,92
19293,413,94
19294,393,96
19295,401,92
19296,382,88
19297,418,87
19298,423,87
19299,412,87
19300,387,88
19301,352,89
19302,356,91
19303,375,94
19304,372,97
19305,397,92
19306,369,90
19307,442,92
19308,405,95
19309,380,94
19310,355,88
19311,342,90
19312,379,92
19313,408,92
19314,370,91
19315,443,89
19316,384,88
19317,403,88
19318,342,88
19319,358,88
19320,352,89
19321,384,89
19322,376,88
19323,382,86
19324,400,95
19325,393,95
19326,399,94
19327,376,93
19328,378,94
19329,341,91
19330,346,88
19331,397,93
19332,466,89
19333,457,88
19334,422,87
19335,435,86
19336,425,87
19337,408,87
19338,408,88
19339,439,87
19340,453,87
19341,433,88
19342,405,87
19343,414,86
19344,415,86
19345,429,86
19346,386,89
19347,402,92
19348,377,95
19349,404,94
19350,374,92
19351,431,91
19352,407,90
19353,418,89
19354,409,88
19355,442,86
19356,449,85
19357,419,86
19358,388,86
19359,394,87
19360,413,87
19361,410,86
19362,425,85
19363,422,83
19364,380,82
19365,376,84
19366,388,86
19367,431,86
19368,419,87
19369,412,87
19370,416,87
19371,398,87
19372,426,88
19373,414,91
19374,414,92
19375,397,92
19376,425,95
19377,384,89
19378,348,89
19379,395,89
19380,376,87
19381,381,88
19382,414,88
19383,461,88
19384,414,87
19385,427,85
19386,408,88
19387,404,93
19388,431,92
19389,382,89
19390,406,88
19391,411,89
19392,407,89
19393,396,90
19394,399,90
19395,399,91
19396,414,92
19397,400,92
19398,404,95
19399,354,97
19400,395,98
19401,382,99
19402,386,96
19403,415,94
19404,433,94
19405,395,93
19406,431,94
19407,352,94
19408,408,93
19409,419,91
19410,387,93
19411,402,93
19412,401,90
19413,390,91
19414,434,88
19415,419,88
19416,401,88
19417,388,88
19418,399,89
19419,396,90
19420,386,89
19421,405,90
19422,383,93
19423,381,92
19424,377,93
19425,383,94
19426,370,94
19427,389,93
19428,346,92
19429,404,92
19430,374,93
19431,406,93
19432,376,95
19433,371,94
19434,371,93
19435,366,93
19436,361,91
19437,377,92
19438,380,93
19439,435,95
19440,354,94
19441,362,90
19442,400,86
19443,432,82
19444,383,82
19445,327,83
19446,421,83
19447,430,78
19448,495,77
19449,371,89
19450,419,97
19451,412,97
19452,389,97
19453,367,94
19454,436,93
19455,418,96
19456,398,98
19457,367,98
19458,408,100
19459,408,101
19460,399,98
19461,402,96
19462,389,95
19463,349,90
19464,334,91
19465,389,91
19466,370,91
19467,407,91
19468,375,92
19469,424,89
19470,431,86
19471,448,86
19472,428,86
19473,414,85
19474,403,86
19475,407,86
19476,344,86
19477,380,90
19478,359,90
19479,393,90
19480,419,90
19481,385,90
19482,418,87
19483,398,86
19484,426,87
19485,406,88
19486,387,90
19487,394,89
19488,396,88
19489,392,89
19490,356,91
19491,376,90
19492,372,91
19493,404,90
19494,376,89
19495,370,88
19496,347,86
19497,342,85
19498,360,84
19499,421,82
19500,456,82
19501,391,85
19502,441,93
19503,441,100
19504,353,94
19505,356,95
19506,336,95
19507,391,95
19508,386,94
19509,391,92
19510,419,84
19511,399,71
19512,409,71
19513,420,70
19514,407,69
19515,405,70
19516,396,70
19517,404,82
19518,378,84
19519,389,83
19520,394,90
19521,387,91
19522,360,93
19523,376,93
19524,362,91
19525,392,92
19526,360,91
19527,379,90
19528,353,90
19529,344,88
19530,388,88
19531,374,88
19532,430,87
19533,379,87
19534,383,86
19535,435,85
19536,418,85
19537,391,85
19538,410,87
19539,376,85
19540,396,85
19541,385,86
19542,400,85
19543,391,86
19544,404,85
19545,403,85
19546,377,85
19547,386,86
19548,347,85
19549,303,86
19550,366,88
19551,378,89
19552,377,92
19553,394,92
19554,412,89
19555,375,86
19556,361,85
19557,366,83
19558,373,82
19559,355,86
19560,360,89
19561,361,92
19562,360,89
19563,386,87
19564,375,87
19565,363,86
19566,377,87
19567,360,85
19568,389,85
19569,407,86
19570,409,87
19571,405,87
19572,421,85
19573,359,84
19574,414,82
19575,365,83
19576,363,85
19577,374,87
19578,373,89
19579,361,90
19580,338,92
19581,295,93
19582,244,92
19583,350,92
19584,364,94
19585,363,95
19586,334,91
19587,384,83
19588,392,83
19589,430,80
19590,369,79
19591,373,74
19592,369,74
19593,354,74
19594,347,75
19595,346,75
19596,332,74
19597,343,74
19598,362,74
19599,345,73
19600,356,72
19601,376,74
19602,415,75
19603,404,76
19604,438,86
19605,431,87
19606,431,85
19607,457,85
19608,406,85
19609,403,85
19610,442,85
19611,396,84
19612,406,82
19613,393,84
19614,358,89
19615,339,94
19616,366,96
19617,331,95
19618,404,92
19619,428,89
19620,450,87
19621,422,86
19622,387,86
19623,398,85
19624,386,86
19625,395,85
19626,366,86
19627,371,85
19628,399,82
19629,405,81
19630,411,80
19631,386,82
19632,448,84
19633,462,82
19634,422,82
19635,402,82
19636,397,78
19637,398,80
19638,391,80
19639,406,81
19640,418,81
19641,417,84
19642,365,89
19643,375,92
19644,387,95
19645,380,94
19646,386,90
19647,314,91
19648,330,90
19649,396,88
19650,392,86
19651,399,84
19652,450,83
19653,386,81
19654,432,82
19655,391,78
19656,412,86
19657,381,88
19658,392,88
19659,373,89
19660,389,90
19661,380,89
19662,395,89
19663,411,89
19664,385,90
19665,399,91
19666,383,92
19667,386,93
19668,407,96
19669,338,97
19670,363,98
19671,398,90
19672,396,91
19673,329,93
19674,373,93
19675,319,91
19676,333,91
19677,191,90
19678,271,85
19679,255,83
19680,372,87
19681,432,100
19682,349,94
19683,353,89
19684,381,93
19685,380,94
19686,349,92
19687,369,89
19688,396,88
19689,392,86
19690,336,89
19691,410,91
19692,363,87
19693,383,84
19694,401,91
19695,406,92
19696,364,90
19697,397,89
19698,431,87
19699,395,88
19700,376,87
19701,392,85
19702,434,85
19703,377,85
19704,401,84
19705,378,83
19706,398,85
19707,386,84
19708,404,84
19709,404,83
19710,399,82
19711,372,85
19712,411,85
19713,376,85
19714,423,85
19715,369,87
19716,364,88
19717,360,89
19718,373,87
19719,362,84
19720,417,84
19721,399,83
19722,333,83
19723,388,87
19724,370,89
19725,431,87
19726,432,86
19727,429,83
19728,419,82
19729,382,81
19730,358,80
19731,391,82
19732,384,82
19733,383,85
19734,349,87
19735,362,88
19736,371,86
19737,463,83
19738,428,82
19739,381,80
19740,408,81
19741,420,82
19742,423,83
19743,390,84
19744,350,84
19745,364,82
19746,396,82
19747,403,83
19748,381,83
19749,384,83
19750,370,83
19751,398,84
19752,394,85
19753,360,88
19754,378,88
19755,385,86
19756,424,86
19757,460,84
19758,428,84
19759,369,84
19760,373,85
19761,376,83
19762,355,85
19763,335,84
19764,428,83
19765,447,74
19766,417,70
19767,381,73
19768,379,74
19769,472,81
19770,472,99
19771,368,96
19772,356,88
19773,355,90
19774,435,91
19775,420,95
19776,348,99
19777,335,82
19778,410,70
19779,388,71
19780,389,70
19781,389,70
19782,337,71
19783,379,72
19784,370,73
19785,359,72
19786,433,69
19787,387,70
19788,396,74
19789,402,74
19790,363,81
19791,360,86
19792,404,87
19793,374,89
19794,360,88
19795,352,87
19796,372,87
19797,372,87
19798,348,88
19799,400,86
19800,396,84
19801,388,81
19802,399,83
19803,409,84
19804,360,83
19805,376,83
19806,414,83
19807,380,85
19808,372,85
19809,384,85
19810,360,85
19811,367,87
19812,407,87
19813,407,82
19814,401,80
19815,352,79
19816,363,77
19817,395,77
19818,385,79
19819,339,80
19820,364,80
19821,370,82
19822,382,83
19823,368,83
19824,362,82
19825,370,79
19826,357,78
19827,405,78
19828,436,80
19829,405,81
19830,410,82
19831,396,84
19832,366,82
19833,359,83
19834,404,82
19835,370,82
19836,414,84
19837,357,85
19838,382,85
19839,389,83
19840,376,84
19841,404,83
19842,369,84
19843,364,87
19844,353,90
19845,400,91
19846,392,92
19847,395,94
19848,374,94
19849,352,94
19850,366,92
19851,405,90
19852,394,87
19853,378,85
19854,382,84
19855,394,83
19856,371,86
19857,376,87
19858,403,87
19859,400,85
19860,427,85
19861,390,86
19862,367,85
19863,407,83
19864,413,87
19865,408,91
19866,352,92
19867,365,90
19868,375,89
19869,384,90
19870,344,92
19871,361,90
19872,356,90
19873,351,90
19874,347,88
19875,365,87
19876,364,86
19877,389,85
19878,357,87
19879,379,86
19880,380,86
19881,368,88
19882,404,89
19883,370,88
19884,395,87
19885,362,87
19886,368,85
19887,362,84
19888,348,86
19889,319,88
19890,335,88
19891,329,88
19892,382,91
19893,424,92
19894,383,93
19895,345,93
19896,380,94
19897,390,92
19898,359,91
19899,367,89
19900,375,90
19901,356,91
19902,356,90
19903,377,89
19904,403,89
19905,377,88
19906,352,87
19907,326,89
19908,351,91
19909,376,93
19910,384,93
19911,334,86
19912,363,86
19913,382,87
19914,353,86
19915,399,86
19916,347,87
19917,341,84
19918,346,83
19919,339,83
19920,353,83
19921,372,83
19922,384,83
19923,361,83
19924,369,82
19925,356,84
19926,322,86
19927,362,86
19928,383,88
19929,382,88
19930,364,88
19931,362,88
19932,335,87
19933,281,91
19934,345,93
19935,477,87
19936,503,78
19937,466,75
19938,499,85
19939,446,96
19940,394,92
19941,468,76
19942,440,75
19943,398,74
19944,407,74
19945,418,72
19946,415,73
19947,406,77
19948,409,82
19949,359,85
19950,337,81
19951,355,78
19952,395,84
19953,371,85
19954,346,85
19955,379,81
19956,396,82
19957,434,84
19958,376,85
19959,395,87
19960,358,88
19961,339,86
19962,363,85
19963,356,85
19964,360,87
19965,355,86
19966,402,84
19967,369,83
19968,374,83
19969,390,82
19970,393,83
19971,410,85
19972,334,84
19973,322,84
19974,363,84
19975,350,82
19976,411,81
19977,418,82
19978,385,83
19979,376,84
19980,446,86
19981,409,88
19982,367,87
19983,373,87
19984,400,86
19985,358,86
19986,366,86
19987,366,87
19988,386,86
19989,350,86
19990,388,86
19991,393,88
19992,378,89
19993,376,90
19994,347,89
19995,361,89
19996,366,88
19997,388,88
19998,366,88
19999,357,88
20000,370,86
20001,366,83
20002,390,84
20003,412,85
20004,408,87
20005,369,89
20006,356,88
20007,360,87
20008,372,84
20009,356,82
20010,369,80
20011,375,78
20012,401,77
20013,439,78
20014,447,73
20015,411,74
20016,406,74
20017,411,73
20018,414,74
20019,428,75
20020,393,76
20021,368,76
20022,368,76
20023,377,84
20024,336,91
20025,384,92
20026,414,92
20027,371,90
20028,347,89
20029,364,87
20030,372,87
20031,419,85
20032,424,82
20033,423,83
20034,381,81
20035,377,81
20036,366,81
20037,368,82
20038,381,84
20039,361,84
20040,343,85
20041,397,84
20042,388,83
20043,380,83
20044,403,84
20045,398,84
20046,358,85
20047,367,82
20048,352,82
20049,392,82
20050,385,85
20051,370,86
20052,381,89
20053,359,91
20054,411,91
20055,372,90
20056,430,91
20057,349,90
20058,377,87
20059,351,87
20060,409,88
20061,395,89
20062,392,89
20063,392,91
20064,388,90
20065,397,91
20066,396,93
20067,396,93
20068,397,92
20069,348,93
20070,392,91
20071,385,89
20072,400,88
20073,374,88
20074,377,88
20075,358,88
20076,341,89
20077,290,88
20078,221,88
20079,212,86
20080,349,81
20081,470,77
20082,472,75
20083,449,80
20084,492,74
20085,481,72
20086,442,71
20087,418,73
20088,403,77
20089,413,80
20090,392,86
20091,357,82
20092,382,81
20093,389,83
20094,363,83
20095,363,85
20096,409,86
20097,388,86
20098,388,85
20099,394,85
20100,396,84
20101,381,83
20102,372,84
20103,383,83
20104,392,83
20105,379,82
20106,361,83
20107,365,83
20108,398,84
20109,369,85
20110,335,85
20111,394,85
20112,347,87
20113,365,87
20114,387,86
20115,381,85
20116,351,84
20117,359,84
20118,372,85
20119,386,86
20120,402,86
20121,359,88
20122,361,87
20123,388,85
20124,376,84
20125,398,92
20126,342,93
20127,384,93
20128,356,90
20129,379,88
20130,368,88
20131,406,88
20132,366,88
20133,354,89
20134,348,90
20135,416,92
20136,360,94
20137,369,92
20138,376,86
20139,378,88
20140,406,88
20141,372,88
20142,389,86
20143,414,84
20144,443,83
20145,398,82
20146,391,83
20147,402,83
20148,359,84
20149,370,85
20150,373,84
20151,375,84
20152,398,83
20153,397,83
20154,394,83
20155,364,83
20156,362,84
20157,387,84
20158,385,85
20159,339,84
20160,371,83
20161,400,82
20162,404,83
20163,390,83
20164,358,83
20165,368,84
20166,429,84
20167,435,83
20168,450,82
20169,438,80
20170,395,78
20171,372,83
20172,395,82
20173,386,81
20174,388,80
20175,394,79
20176,408,81
20177,335,83
20178,336,83
20179,348,83
20180,348,83
20181,391,88
20182,387,87
20183,389,86
20184,352,88
20185,354,90
20186,367,90
20187,401,91
20188,370,94
20189,347,94
20190,360,94
20191,350,92
20192,373,91
20193,452,81
20194,409,69
20195,430,66
20196,437,67
20197,464,67
20198,407,69
20199,407,70
20200,415,67
20201,413,66
20202,338,70
20203,376,82
20204,378,82
20205,395,83
20206,346,84
20207,337,82
20208,368,81
20209,378,80
20210,368,80
20211,342,80
20212,425,82
20213,349,81
20214,388,81
20215,347,82
20216,371,81
20217,372,80
20218,394,78
20219,364,78
20220,370,79
20221,392,87
20222,372,87
20223,362,85
20224,343,83
20225,388,83
20226,415,81
20227,420,83
20228,390,83
20229,364,84
20230,328,86
20231,350,87
20232,346,88
20233,407,90
20234,357,92
20235,377,93
20236,365,96
20237,386,94
20238,401,84
20239,389,82
20240,382,81
20241,382,80
20242,385,81
20243,384,81
20244,392,81
20245,388,82
20246,358,83
20247,348,84
20248,350,83
20249,343,82
20250,379,82
20251,360,83
20252,347,83
20253,363,82
20254,396,82
20255,374,82
20256,373,82
20257,362,81
20258,369,81
20259,369,79
20260,339,77
20261,371,75
20262,392,77
20263,418,76
20264,381,75
20265,352,76
20266,351,80
20267,368,82
20268,382,82
20269,380,82
20270,404,81
20271,347,79
20272,353,80
20273,340,81
20274,350,81
20275,363,83
20276,360,86
20277,375,87
20278,389,92
20279,361,94
20280,425,87
20281,365,86
20282,366,86
20283,358,86
20284,396,84
20285,393,85
20286,369,85
20287,365,84
20288,376,83
20289,366,82
20290,374,82
20291,345,80
20292,391,79
20293,410,79
20294,368,79
20295,365,78
20296,377,76
20297,406,75
20298,417,75
20299,432,77
20300,354,76
20301,364,77
20302,388,77
20303,385,75
20304,384,76
20305,373,75
20306,368,75
20307,378,76
20308,396,75
20309,376,82
20310,426,67
20311,396,67
20312,409,68
20313,394,67
20314,389,67
20315,356,67
20316,352,72
20317,332,72
20318,344,70
20319,350,69
20320,390,68
20321,407,67
20322,389,70
20323,400,74
20324,340,83
20325,376,89
20326,442,91
20327,376,91
20328,321,89
20329,354,87
20330,372,87
20331,390,87
20332,366,87
20333,347,89
20334,362,89
20335,350,87
20336,356,86
20337,400,84
20338,358,85
20339,326,86
20340,350,86
20341,382,87
20342,339,86
20343,369,86
20344,391,86
20345,414,85
20346,373,83
20347,403,83
20348,371,85
20349,367,87
20350,342,87
20351,355,86
20352,365,85
20353,367,84
20354,353,83
20355,378,84
20356,391,85
20357,366,85
20358,364,83
20359,412,82
20360,364,83
20361,365,81
20362,378,85
20363,413,85
20364,395,84
20365,401,84
20366,387,84
20367,364,86
20368,365,86
20369,362,86
20370,368,84
20371,375,84
20372,388,85
20373,366,85
20374,383,85
20375,390,85
20376,388,84
20377,390,84
20378,384,84
20379,388,84
20380,388,84
20381,362,84
20382,379,84
20383,381,84
20384,402,84
20385,397,83
20386,370,83
20387,367,83
20388,380,83
20389,345,83
20390,359,82
20391,381,81
20392,419,84
20393,388,87
20394,391,90
20395,395,91
20396,352,91
20397,425,89
20398,387,87
20399,370,85
20400,412,83
20401,365,81
20402,353,82
20403,407,85
20404,354,91
20405,355,95
20406,330,94
20407,367,89
20408,329,92
20409,285,93
20410,327,92
20411,395,91
20412,369,87
20413,352,87
20414,338,87
20415,341,87
20416,353,87
20417,352,88
20418,392,90
20419,359,93
20420,312,95
20421,312,94
20422,396,94
20423,318,95
20424,315,93
20425,400,91
20426,379,87
20427,339,92
20428,364,90
20429,393,87
20430,409,84
20431,396,80
20432,363,81
20433,394,80
20434,430,83
20435,392,82
20436,411,82
20437,423,80
20438,427,80
20439,415,78
20440,396,78
20441,410,78
20442,371,79
20443,428,78
20444,384,78
20445,375,78
20446,396,79
20447,392,79
20448,372,80
20449,369,81
20450,336,82
20451,326,85
20452,333,85
20453,376,87
20454,351,86
20455,402,83
20456,382,85
20457,387,88
20458,379,88
20459,402,87
20460,374,86
20461,390,85
20462,362,85
20463,390,85
20464,342,85
20465,368,86
20466,363,88
20467,365,87
20468,389,87
20469,379,88
20470,379,90
20471,390,90
20472,384,90
20473,325,88
20474,356,87
20475,370,86
20476,369,86
20477,348,86
20478,387,86
20479,365,87
20480,331,86
20481,339,85
20482,399,85
20483,427,86
20484,361,83
20485,377,82
20486,365,83
20487,366,83
20488,369,84
20489,334,85
20490,338,85
20491,350,85
20492,362,84
20493,374,82
20494,389,82
20495,352,82
20496,296,80
20497,341,79
20498,391,79
20499,422,78
20500,449,83
20501,426,87
20502,425,93
20503,351,92
20504,373,92
20505,392,94
20506,433,97
20507,393,96
20508,341,91
20509,396,89
20510,392,88
20511,372,87
20512,381,86
20513,365,86
